ID,State,City,Locality,Property_Type,BHK,Size_in_SqFt,Price_in_Lakhs,Price_per_SqFt,Furnished_Status,Floor_No,Total_Floors,Nearby_Schools,Nearby_Hospitals,Public_Transport_Accessibility,Parking_Space,Security,Amenities,Facing,Owner_Type,Availability_Status,Good_Investment,Property_Age
249102,Odisha,Cuttack,Locality_274,Apartment,5,3789,356.13,9399.049881235154,Unfurnished,23,25,3,3,Low,No,Yes,"Clubhouse, Garden, Gym, Playground, Pool",West,Builder,Ready_to_Move,1,22
84523,Tamil Nadu,Coimbatore,Locality_469,Villa,5,3394,73.44,2163.8185032410133,Unfurnished,19,18,4,5,Low,No,Yes,"Garden, Gym",North,Builder,Under_Construction,1,20
127573,Punjab,Ludhiana,Locality_145,Villa,2,2728,175.13,6419.721407624634,Unfurnished,30,7,3,10,High,Yes,No,"Gym, Playground, Clubhouse, Garden, Pool",West,Owner,Under_Construction,1,24
160253,Rajasthan,Jodhpur,Locality_89,Villa,3,2629,264.48,10060.09889691898,Semi-furnished,22,12,2,8,Low,Yes,No,"Clubhouse, Gym",East,Broker,Under_Construction,1,13
230844,Odisha,Cuttack,Locality_397,Independent House,5,529,72.0,13610.586011342155,Unfurnished,9,20,3,7,High,No,No,"Pool, Gym, Clubhouse, Garden",South,Builder,Under_Construction,0,24
963,Maharashtra,Pune,Locality_355,Villa,1,1266,147.69,11665.876777251186,Unfurnished,10,1,3,3,Medium,Yes,No,"Playground, Gym, Pool",North,Owner,Under_Construction,0,31
68043,Madhya Pradesh,Bhopal,Locality_386,Apartment,5,2322,23.93,1030.5770887166236,Semi-furnished,27,10,8,10,High,Yes,No,"Gym, Garden",North,Builder,Under_Construction,1,26
197396,Kerala,Trivandrum,Locality_46,Independent House,4,3846,496.53,12910.296411856474,Unfurnished,12,18,3,1,Low,No,No,"Garden, Playground, Pool",South,Owner,Under_Construction,0,4
104037,Tamil Nadu,Coimbatore,Locality_18,Apartment,5,3645,28.83,790.9465020576132,Semi-furnished,16,4,10,3,High,Yes,Yes,Clubhouse,West,Owner,Under_Construction,1,2
181600,Tamil Nadu,Chennai,Locality_177,Independent House,4,2728,436.71,16008.431085043989,Unfurnished,30,21,3,10,High,Yes,Yes,Playground,North,Owner,Under_Construction,0,22
45419,Rajasthan,Jodhpur,Locality_68,Apartment,1,3393,306.46,9032.124963159446,Semi-furnished,18,24,2,3,Medium,Yes,Yes,"Garden, Playground, Gym, Pool",South,Builder,Under_Construction,1,15
201962,Chhattisgarh,Bilaspur,Locality_159,Apartment,4,4866,147.16,3024.249897246198,Semi-furnished,20,30,4,6,Medium,No,No,"Garden, Pool, Clubhouse, Gym, Playground",North,Owner,Ready_to_Move,1,27
222655,Uttar Pradesh,Lucknow,Locality_308,Apartment,2,3252,463.8,14261.992619926199,Semi-furnished,9,6,8,5,Medium,Yes,No,"Pool, Clubhouse",East,Broker,Under_Construction,0,3
69182,Odisha,Cuttack,Locality_403,Apartment,1,1850,217.78,11771.891891891892,Semi-furnished,17,8,1,9,Low,Yes,Yes,Garden,West,Broker,Under_Construction,0,6
34755,Maharashtra,Mumbai,Locality_175,Villa,4,2472,335.23,13561.084142394822,Semi-furnished,17,22,3,1,Low,Yes,Yes,"Playground, Gym, Garden, Clubhouse",West,Builder,Ready_to_Move,0,27
235455,Uttarakhand,Haridwar,Locality_13,Villa,4,2943,88.87,3019.7077811756712,Furnished,3,14,6,4,High,Yes,No,"Clubhouse, Pool, Playground, Gym, Garden",West,Builder,Under_Construction,1,16
141244,Assam,Silchar,Locality_480,Villa,3,3689,264.22,7162.374627270264,Furnished,15,28,10,4,High,Yes,Yes,"Garden, Gym, Clubhouse, Playground, Pool",West,Owner,Under_Construction,1,3
80070,Jharkhand,Jamshedpur,Locality_245,Independent House,2,3969,166.46,4194.00352733686,Unfurnished,6,1,6,7,Medium,Yes,No,Pool,East,Builder,Ready_to_Move,1,18
112448,Chhattisgarh,Raipur,Locality_464,Apartment,3,4582,488.31,10657.136621562637,Semi-furnished,1,26,7,1,Medium,Yes,Yes,"Clubhouse, Garden, Pool",South,Broker,Ready_to_Move,0,15
125305,Assam,Silchar,Locality_317,Independent House,1,2493,163.19,6545.928600080225,Unfurnished,30,4,2,2,Medium,No,Yes,"Clubhouse, Pool, Garden, Gym, Playground",West,Broker,Ready_to_Move,1,12
137666,Chhattisgarh,Bilaspur,Locality_242,Villa,5,2288,466.04,20368.88111888112,Semi-furnished,13,8,4,6,Low,No,Yes,"Playground, Clubhouse",South,Broker,Under_Construction,0,5
91300,Jharkhand,Jamshedpur,Locality_460,Villa,4,3573,138.99,3890.0083963056254,Furnished,28,20,7,3,Medium,No,Yes,"Pool, Clubhouse, Garden, Gym",East,Owner,Ready_to_Move,1,8
202338,Uttar Pradesh,Noida,Locality_321,Independent House,1,3509,341.4,9729.267597606156,Semi-furnished,21,14,7,2,Medium,Yes,Yes,"Pool, Clubhouse, Garden",South,Builder,Ready_to_Move,1,27
171280,Karnataka,Mangalore,Locality_454,Villa,5,1752,391.54,22348.173515981736,Furnished,30,5,10,4,Low,Yes,Yes,"Gym, Garden, Playground",South,Owner,Ready_to_Move,0,2
78701,West Bengal,Kolkata,Locality_390,Independent House,2,709,53.73,7578.279266572637,Unfurnished,15,30,9,6,Medium,Yes,No,"Gym, Pool, Garden, Clubhouse, Playground",West,Owner,Under_Construction,1,10
66970,Uttarakhand,Dehradun,Locality_300,Apartment,4,2795,89.87,3215.3846153846152,Semi-furnished,23,8,3,2,Medium,Yes,Yes,"Clubhouse, Pool, Garden, Gym",North,Builder,Ready_to_Move,1,2
244506,Kerala,Trivandrum,Locality_291,Villa,3,4340,138.79,3197.926267281106,Furnished,25,9,1,2,High,No,No,"Pool, Garden, Clubhouse, Playground, Gym",East,Broker,Ready_to_Move,1,34
57712,West Bengal,Kolkata,Locality_487,Independent House,4,1764,415.78,23570.2947845805,Unfurnished,27,28,3,2,Medium,Yes,No,"Clubhouse, Pool, Garden, Gym",South,Broker,Under_Construction,0,10
221779,Kerala,Trivandrum,Locality_260,Villa,1,1282,178.57,13929.017160686428,Semi-furnished,14,13,8,5,Medium,Yes,Yes,"Garden, Pool",West,Owner,Ready_to_Move,0,22
108513,Kerala,Kochi,Locality_405,Apartment,2,4906,420.89,8579.08683245006,Unfurnished,27,7,6,7,Medium,Yes,Yes,"Garden, Clubhouse, Pool, Playground, Gym",South,Owner,Ready_to_Move,1,12
155850,Telangana,Hyderabad,Locality_460,Independent House,5,1137,23.16,2036.9393139841688,Semi-furnished,21,10,7,10,Low,No,Yes,"Pool, Playground, Clubhouse",North,Builder,Under_Construction,1,20
51514,Odisha,Cuttack,Locality_435,Apartment,5,2515,239.5,9522.86282306163,Semi-furnished,20,15,7,5,High,Yes,Yes,"Garden, Clubhouse, Pool, Gym, Playground",North,Broker,Ready_to_Move,0,3
53071,Karnataka,Mangalore,Locality_127,Independent House,4,1182,126.18,10675.126903553299,Unfurnished,8,16,10,8,High,Yes,Yes,Garden,North,Builder,Ready_to_Move,0,17
126809,Madhya Pradesh,Bhopal,Locality_373,Independent House,1,4716,266.39,5648.642917726887,Furnished,23,25,4,3,Medium,Yes,Yes,"Gym, Garden, Playground, Clubhouse, Pool",East,Owner,Under_Construction,1,31
184769,Kerala,Kochi,Locality_115,Independent House,1,1394,109.8,7876.61406025825,Semi-furnished,14,16,9,6,Low,No,Yes,"Playground, Pool, Garden",South,Builder,Under_Construction,1,15
234726,Delhi,Dwarka,Locality_232,Independent House,4,2428,402.49,16577.018121911038,Furnished,20,24,8,8,Medium,Yes,Yes,"Garden, Gym, Playground, Clubhouse",East,Builder,Ready_to_Move,0,8
33998,Kerala,Kochi,Locality_37,Independent House,4,2809,38.17,1358.8465646137415,Semi-furnished,16,20,6,2,High,Yes,No,"Clubhouse, Garden, Gym, Pool",West,Owner,Under_Construction,1,25
33844,Punjab,Amritsar,Locality_378,Villa,3,972,98.71,10155.349794238684,Semi-furnished,20,24,3,8,High,No,No,Clubhouse,East,Owner,Under_Construction,0,29
77403,Uttar Pradesh,Noida,Locality_252,Villa,1,4885,93.62,1916.4790174002046,Unfurnished,17,22,10,8,Low,Yes,Yes,"Playground, Clubhouse, Garden",North,Builder,Ready_to_Move,1,6
76604,Assam,Silchar,Locality_41,Independent House,3,4345,280.31,6451.323360184119,Furnished,2,7,6,10,Medium,No,No,Pool,South,Owner,Under_Construction,1,10
165510,Uttar Pradesh,Lucknow,Locality_249,Villa,3,710,40.22,5664.788732394366,Unfurnished,22,7,6,10,High,Yes,No,"Pool, Gym, Clubhouse",South,Broker,Ready_to_Move,1,26
188067,Delhi,Dwarka,Locality_436,Independent House,3,3337,458.95,13753.371291579262,Furnished,9,23,6,2,High,Yes,No,"Pool, Clubhouse, Playground, Gym, Garden",South,Owner,Under_Construction,0,14
188934,Kerala,Trivandrum,Locality_245,Apartment,4,1798,56.09,3119.5773081201337,Semi-furnished,28,7,2,1,Medium,No,Yes,"Garden, Gym, Clubhouse",West,Broker,Ready_to_Move,1,34
244682,Kerala,Kochi,Locality_109,Apartment,5,2545,17.17,674.6561886051081,Unfurnished,12,13,2,10,Low,Yes,Yes,"Garden, Gym, Playground",North,Builder,Under_Construction,1,12
235872,Odisha,Bhubaneswar,Locality_247,Independent House,1,1284,307.36,23937.694704049845,Unfurnished,5,6,9,3,Low,No,Yes,"Pool, Garden, Gym, Clubhouse",East,Broker,Ready_to_Move,0,34
174162,Odisha,Cuttack,Locality_14,Apartment,2,3733,41.97,1124.2968122153763,Furnished,18,3,9,1,High,Yes,Yes,"Clubhouse, Playground, Pool, Garden",North,Owner,Under_Construction,1,19
11096,Bihar,Gaya,Locality_92,Apartment,1,3976,152.78,3842.555331991952,Semi-furnished,15,16,7,5,High,No,Yes,"Garden, Pool, Playground, Gym, Clubhouse",North,Builder,Ready_to_Move,1,20
90400,Andhra Pradesh,Vijayawada,Locality_149,Independent House,4,1486,23.14,1557.200538358008,Furnished,20,19,3,10,Low,Yes,No,"Garden, Playground, Clubhouse",East,Builder,Ready_to_Move,1,14
153943,Haryana,Gurgaon,Locality_209,Villa,3,798,139.93,17535.087719298244,Semi-furnished,15,3,2,9,Medium,No,Yes,"Clubhouse, Garden, Playground",West,Owner,Ready_to_Move,0,33
205785,Uttarakhand,Haridwar,Locality_219,Apartment,1,1947,392.78,20173.600410888546,Unfurnished,17,14,5,2,High,Yes,No,"Pool, Clubhouse",East,Owner,Under_Construction,0,33
35101,Uttarakhand,Dehradun,Locality_172,Villa,5,3393,467.5,13778.36722664309,Furnished,3,10,7,1,Low,Yes,No,"Pool, Clubhouse, Gym, Playground",East,Builder,Ready_to_Move,0,7
52809,Bihar,Patna,Locality_304,Villa,3,1625,35.28,2171.076923076923,Unfurnished,9,11,6,7,High,Yes,No,"Clubhouse, Garden",East,Broker,Under_Construction,1,13
128576,Chhattisgarh,Raipur,Locality_400,Villa,2,1463,473.22,32345.864661654134,Unfurnished,19,20,7,3,High,No,No,"Pool, Playground, Garden, Clubhouse",West,Broker,Under_Construction,0,26
249850,Haryana,Faridabad,Locality_19,Villa,5,2417,120.54,4987.174182871328,Furnished,11,5,9,1,Low,No,Yes,"Garden, Playground, Gym, Clubhouse, Pool",North,Owner,Under_Construction,1,31
60158,Uttarakhand,Haridwar,Locality_117,Apartment,3,3837,395.74,10313.786812614022,Furnished,4,17,4,4,Low,No,No,Clubhouse,East,Owner,Under_Construction,0,15
247223,Punjab,Amritsar,Locality_432,Independent House,4,3705,280.43,7568.9608636977055,Unfurnished,14,8,2,10,Medium,Yes,No,"Garden, Gym, Clubhouse, Pool",East,Builder,Ready_to_Move,1,15
50366,Chhattisgarh,Bilaspur,Locality_371,Independent House,4,2664,45.52,1708.7087087087086,Semi-furnished,8,29,3,6,High,No,No,Gym,South,Builder,Under_Construction,1,28
237127,Gujarat,Surat,Locality_421,Independent House,4,3969,239.27,6028.470647518267,Semi-furnished,18,15,8,6,Low,Yes,No,Pool,East,Owner,Under_Construction,1,5
102023,Delhi,New Delhi,Locality_275,Independent House,2,4945,292.21,5909.201213346814,Furnished,16,18,1,5,High,No,No,"Pool, Clubhouse, Gym",East,Owner,Under_Construction,1,32
134155,Chhattisgarh,Bilaspur,Locality_152,Apartment,5,3434,356.96,10394.874781595807,Unfurnished,4,22,3,10,Low,Yes,No,"Playground, Pool, Gym",South,Broker,Ready_to_Move,0,34
182554,Andhra Pradesh,Vijayawada,Locality_342,Villa,4,4632,194.86,4206.822107081174,Semi-furnished,25,29,9,5,Low,Yes,Yes,Garden,West,Broker,Ready_to_Move,1,29
34227,Karnataka,Bangalore,Locality_373,Apartment,4,1860,59.98,3224.7311827956987,Semi-furnished,17,10,8,6,Low,No,No,Pool,West,Builder,Ready_to_Move,1,29
119977,Bihar,Patna,Locality_21,Independent House,5,2114,237.82,11249.763481551561,Unfurnished,21,4,6,8,Medium,No,No,"Gym, Pool, Playground",East,Builder,Ready_to_Move,0,14
86972,Jharkhand,Jamshedpur,Locality_117,Apartment,1,2583,486.37,18829.655439411537,Semi-furnished,27,19,3,4,Medium,Yes,No,"Gym, Playground, Pool, Garden",North,Broker,Ready_to_Move,0,20
198768,Jharkhand,Ranchi,Locality_40,Villa,3,3747,17.56,468.6415799306111,Unfurnished,13,3,1,5,Low,Yes,Yes,Gym,East,Builder,Under_Construction,1,19
100013,Chhattisgarh,Bilaspur,Locality_46,Independent House,1,3453,493.21,14283.521575441646,Semi-furnished,6,9,9,9,Medium,No,Yes,"Garden, Pool, Playground, Gym",East,Builder,Ready_to_Move,0,29
57666,Rajasthan,Jaipur,Locality_331,Villa,4,1639,337.56,20595.48505186089,Furnished,26,14,10,6,High,Yes,Yes,"Garden, Clubhouse, Gym, Playground",East,Builder,Ready_to_Move,0,11
57404,Maharashtra,Mumbai,Locality_46,Apartment,3,4162,146.22,3513.2148005766458,Unfurnished,4,8,2,2,High,Yes,Yes,"Gym, Clubhouse",South,Builder,Under_Construction,1,34
163778,West Bengal,Durgapur,Locality_355,Villa,5,2697,71.78,2661.475713756025,Furnished,1,2,8,1,Medium,No,Yes,Playground,East,Owner,Ready_to_Move,1,4
148071,Tamil Nadu,Coimbatore,Locality_14,Apartment,4,3886,63.01,1621.4616572310858,Furnished,2,5,4,1,Low,Yes,Yes,Pool,West,Owner,Under_Construction,1,4
143859,Delhi,New Delhi,Locality_448,Villa,3,2548,155.57,6105.5729984301415,Unfurnished,20,29,4,6,High,No,No,"Gym, Clubhouse, Playground, Pool, Garden",East,Broker,Under_Construction,1,31
142461,Jharkhand,Jamshedpur,Locality_67,Apartment,4,2013,46.6,2314.9528067560855,Unfurnished,16,19,6,3,High,No,Yes,"Clubhouse, Gym",South,Broker,Under_Construction,1,17
90924,Rajasthan,Jaipur,Locality_307,Apartment,1,4525,258.3,5708.287292817679,Unfurnished,23,27,1,7,Medium,No,Yes,"Gym, Pool, Clubhouse, Playground",West,Builder,Under_Construction,1,13
83694,Rajasthan,Jodhpur,Locality_248,Villa,2,3841,370.77,9652.954959645926,Semi-furnished,21,2,5,9,High,Yes,Yes,"Playground, Clubhouse, Pool",North,Owner,Ready_to_Move,1,22
223785,Delhi,New Delhi,Locality_299,Villa,4,1790,160.44,8963.128491620111,Furnished,3,10,4,2,Medium,Yes,No,Clubhouse,South,Broker,Ready_to_Move,1,5
222403,Tamil Nadu,Coimbatore,Locality_389,Villa,1,4935,387.65,7855.1165146909825,Unfurnished,19,6,9,4,Low,Yes,No,"Garden, Clubhouse, Pool, Playground, Gym",West,Broker,Ready_to_Move,1,24
141243,Kerala,Kochi,Locality_291,Independent House,1,4128,496.1,12017.926356589147,Unfurnished,23,4,8,8,Low,Yes,No,"Clubhouse, Gym",West,Owner,Ready_to_Move,0,26
160772,West Bengal,Durgapur,Locality_432,Apartment,4,2405,223.76,9303.950103950105,Furnished,11,25,4,3,Low,No,Yes,"Clubhouse, Gym",West,Broker,Under_Construction,1,11
169105,Assam,Guwahati,Locality_128,Villa,1,4844,96.55,1993.1874483897604,Furnished,6,30,3,3,Low,Yes,Yes,"Garden, Clubhouse, Gym, Pool, Playground",South,Broker,Under_Construction,1,32
208758,Haryana,Gurgaon,Locality_300,Apartment,3,4406,102.85,2334.316840671811,Furnished,2,12,5,5,Low,Yes,No,"Clubhouse, Gym, Pool, Garden",West,Builder,Ready_to_Move,1,9
239983,West Bengal,Kolkata,Locality_395,Independent House,5,2459,328.35,13352.989019926801,Semi-furnished,24,24,9,7,Medium,Yes,Yes,"Garden, Playground, Pool, Clubhouse, Gym",West,Broker,Under_Construction,0,5
156451,Jharkhand,Ranchi,Locality_52,Independent House,5,4168,164.22,3940.0191938579655,Furnished,23,19,4,1,Low,Yes,Yes,"Clubhouse, Playground, Pool, Gym",North,Builder,Under_Construction,1,5
169964,Maharashtra,Pune,Locality_358,Independent House,2,2620,327.56,12502.290076335878,Furnished,18,6,8,9,High,Yes,No,"Pool, Playground, Clubhouse, Gym",West,Owner,Ready_to_Move,0,35
248222,Assam,Silchar,Locality_446,Villa,2,3693,303.35,8214.189006228,Unfurnished,11,15,5,2,Medium,Yes,No,Pool,East,Broker,Under_Construction,1,16
103777,Delhi,New Delhi,Locality_441,Independent House,4,3450,149.34,4328.695652173913,Semi-furnished,20,24,5,7,Medium,No,Yes,"Gym, Clubhouse, Playground",East,Owner,Ready_to_Move,1,18
74242,Bihar,Gaya,Locality_404,Apartment,5,3531,396.19,11220.334182951005,Furnished,17,25,8,3,High,Yes,No,"Clubhouse, Garden, Gym, Playground, Pool",East,Broker,Ready_to_Move,0,20
168367,Gujarat,Surat,Locality_460,Apartment,2,1959,217.95,11125.574272588055,Semi-furnished,1,4,9,3,Medium,Yes,No,"Playground, Pool, Gym",West,Owner,Under_Construction,0,17
210607,Madhya Pradesh,Bhopal,Locality_484,Apartment,3,3976,453.17,11397.635814889336,Unfurnished,21,6,10,8,Low,No,No,"Gym, Playground, Garden, Clubhouse, Pool",South,Owner,Ready_to_Move,0,30
217353,Telangana,Warangal,Locality_420,Villa,1,3889,373.21,9596.554384160452,Semi-furnished,1,14,1,7,Low,No,Yes,"Gym, Garden, Clubhouse, Playground",North,Owner,Under_Construction,0,32
234140,Uttarakhand,Dehradun,Locality_113,Villa,3,3104,463.84,14943.298969072164,Semi-furnished,13,25,9,8,High,No,Yes,"Garden, Pool, Gym, Playground, Clubhouse",East,Builder,Under_Construction,0,4
104125,Jharkhand,Ranchi,Locality_456,Independent House,5,1701,188.25,11067.019400352734,Semi-furnished,14,17,3,7,Medium,Yes,Yes,"Clubhouse, Playground, Gym",North,Builder,Under_Construction,0,15
80884,Telangana,Hyderabad,Locality_230,Independent House,5,2856,193.99,6792.366946778711,Furnished,25,29,1,2,High,No,No,"Playground, Gym, Clubhouse, Garden",East,Builder,Under_Construction,1,5
36879,Madhya Pradesh,Indore,Locality_152,Villa,1,3692,420.04,11377.03141928494,Furnished,5,21,9,5,Medium,No,No,"Gym, Clubhouse, Pool, Garden, Playground",East,Owner,Under_Construction,0,20
145918,Kerala,Kochi,Locality_435,Apartment,4,3192,379.94,11902.882205513784,Unfurnished,20,24,3,6,Low,No,Yes,Clubhouse,West,Owner,Ready_to_Move,0,28
44602,Tamil Nadu,Chennai,Locality_163,Villa,3,4245,156.19,3679.387514723204,Furnished,19,6,2,9,Medium,Yes,Yes,"Pool, Clubhouse, Garden, Gym",South,Broker,Under_Construction,1,21
175489,Telangana,Warangal,Locality_359,Villa,4,4738,53.95,1138.6661038412833,Unfurnished,8,18,3,6,Medium,Yes,No,Clubhouse,West,Owner,Under_Construction,1,33
206814,Gujarat,Ahmedabad,Locality_489,Independent House,4,4827,378.5,7841.309301843796,Semi-furnished,14,9,7,10,High,Yes,No,"Clubhouse, Pool, Playground, Garden",East,Broker,Under_Construction,1,12
2803,Delhi,New Delhi,Locality_234,Independent House,2,2485,336.8,13553.319919517102,Furnished,22,7,1,9,Low,Yes,Yes,Clubhouse,South,Owner,Ready_to_Move,0,32
19401,Uttar Pradesh,Noida,Locality_163,Independent House,4,1507,282.58,18751.161247511613,Furnished,0,26,1,10,Low,No,Yes,"Clubhouse, Pool, Garden, Playground",South,Owner,Ready_to_Move,0,31
216878,Uttarakhand,Haridwar,Locality_150,Independent House,4,3717,466.45,12549.098735539414,Unfurnished,24,5,2,2,High,Yes,Yes,"Pool, Clubhouse",West,Owner,Under_Construction,0,5
182084,Madhya Pradesh,Indore,Locality_16,Villa,1,764,10.79,1412.303664921466,Unfurnished,18,22,4,4,Medium,No,No,"Gym, Clubhouse",West,Owner,Under_Construction,1,35
240747,Assam,Guwahati,Locality_283,Villa,2,4787,201.0,4198.871944850637,Furnished,7,6,7,10,High,Yes,Yes,"Clubhouse, Playground",East,Broker,Under_Construction,1,23
48632,Delhi,Dwarka,Locality_348,Villa,1,2969,430.28,14492.421690804986,Unfurnished,30,16,6,6,Low,Yes,Yes,"Playground, Clubhouse, Garden, Pool",South,Owner,Ready_to_Move,0,26
86197,Karnataka,Mangalore,Locality_416,Independent House,1,1211,347.21,28671.345995045416,Furnished,15,1,3,2,High,No,No,"Garden, Pool, Gym",North,Broker,Under_Construction,0,29
145069,Odisha,Bhubaneswar,Locality_323,Apartment,4,1727,396.75,22973.36421540243,Unfurnished,20,29,10,7,High,Yes,Yes,"Pool, Clubhouse, Garden",North,Builder,Ready_to_Move,0,33
178558,Madhya Pradesh,Bhopal,Locality_103,Apartment,2,2201,275.06,12497.046796910496,Semi-furnished,12,6,1,3,Medium,No,No,"Garden, Gym",North,Builder,Under_Construction,0,30
209076,Chhattisgarh,Bilaspur,Locality_11,Independent House,4,3292,332.68,10105.710814094775,Unfurnished,13,11,1,4,Medium,No,Yes,"Pool, Garden, Clubhouse, Gym, Playground",West,Owner,Under_Construction,0,32
54907,Uttarakhand,Haridwar,Locality_167,Independent House,3,2411,463.21,19212.360016590625,Furnished,16,25,2,6,Medium,Yes,Yes,Garden,South,Builder,Under_Construction,0,32
33455,Punjab,Ludhiana,Locality_222,Villa,4,4566,72.98,1598.335523434078,Unfurnished,18,15,5,10,High,Yes,Yes,Playground,East,Builder,Under_Construction,1,14
240528,Maharashtra,Pune,Locality_161,Apartment,2,2512,53.04,2111.4649681528663,Semi-furnished,28,28,1,2,Medium,No,No,"Pool, Playground, Garden",West,Broker,Under_Construction,1,10
21836,Andhra Pradesh,Vishakhapatnam,Locality_252,Apartment,4,3366,102.39,3041.8894830659538,Furnished,25,14,4,8,High,No,No,"Gym, Playground",North,Broker,Ready_to_Move,1,29
82062,Gujarat,Ahmedabad,Locality_39,Villa,5,3979,439.44,11043.980899723549,Unfurnished,19,12,6,10,Medium,No,Yes,Gym,West,Broker,Ready_to_Move,0,25
21721,Andhra Pradesh,Vishakhapatnam,Locality_292,Apartment,4,1839,224.84,12226.20989668298,Furnished,8,26,3,7,Low,No,No,"Pool, Playground",North,Builder,Ready_to_Move,0,11
51801,Odisha,Cuttack,Locality_96,Apartment,5,2276,204.83,8999.560632688928,Unfurnished,7,5,6,1,Low,No,Yes,"Garden, Gym, Pool, Clubhouse",North,Broker,Under_Construction,1,12
161993,Telangana,Hyderabad,Locality_482,Villa,4,3388,438.11,12931.227863046044,Unfurnished,20,1,2,5,Low,No,No,Pool,North,Builder,Ready_to_Move,0,21
47349,Madhya Pradesh,Indore,Locality_349,Villa,4,3663,27.41,748.2937482937483,Furnished,3,27,1,10,High,Yes,No,"Pool, Gym, Garden",North,Owner,Ready_to_Move,1,9
47217,Assam,Silchar,Locality_13,Independent House,2,3547,293.42,8272.342824922469,Furnished,6,28,9,8,Medium,Yes,No,"Playground, Garden, Clubhouse, Pool",East,Owner,Ready_to_Move,1,3
75368,Uttar Pradesh,Lucknow,Locality_250,Villa,2,3577,453.85,12688.006709533129,Semi-furnished,5,22,2,3,High,Yes,No,"Garden, Clubhouse, Pool, Playground",East,Owner,Under_Construction,0,3
229593,Rajasthan,Jodhpur,Locality_368,Apartment,2,2031,155.61,7661.7429837518475,Furnished,12,13,8,2,Low,Yes,No,"Clubhouse, Garden, Playground, Pool",North,Owner,Under_Construction,1,5
18833,Madhya Pradesh,Indore,Locality_435,Apartment,2,1881,429.07,22810.738968633705,Semi-furnished,5,7,4,2,Low,Yes,No,"Gym, Garden, Clubhouse, Playground",East,Builder,Ready_to_Move,0,34
145881,Chhattisgarh,Raipur,Locality_431,Independent House,1,4461,260.07,5829.85877605918,Furnished,15,29,7,10,Low,Yes,Yes,"Playground, Clubhouse, Pool",East,Builder,Under_Construction,1,2
116588,Telangana,Warangal,Locality_411,Apartment,2,2609,489.02,18743.579915676506,Furnished,9,23,3,9,High,Yes,No,"Garden, Clubhouse, Pool, Gym, Playground",North,Broker,Under_Construction,0,10
89130,Bihar,Patna,Locality_135,Independent House,4,4782,47.66,996.6541196152237,Furnished,7,2,2,10,High,No,No,"Clubhouse, Pool, Gym, Playground, Garden",East,Builder,Under_Construction,1,7
141325,Haryana,Faridabad,Locality_385,Independent House,5,4304,35.93,834.8048327137546,Semi-furnished,13,24,8,9,Low,No,No,"Garden, Playground, Pool, Gym, Clubhouse",North,Broker,Under_Construction,1,3
184017,Rajasthan,Jaipur,Locality_472,Villa,1,1542,94.54,6130.998702983139,Semi-furnished,23,27,2,9,High,No,No,"Gym, Clubhouse",East,Broker,Under_Construction,1,19
144405,Gujarat,Ahmedabad,Locality_88,Independent House,3,2679,317.25,11842.105263157895,Unfurnished,1,25,9,8,Medium,Yes,No,"Clubhouse, Pool, Gym, Playground, Garden",North,Broker,Ready_to_Move,0,15
8364,Bihar,Patna,Locality_427,Apartment,5,3110,100.8,3241.1575562700964,Furnished,30,16,2,1,Medium,No,Yes,"Garden, Gym, Pool, Clubhouse, Playground",North,Broker,Under_Construction,1,15
184594,Odisha,Cuttack,Locality_363,Villa,5,3279,293.15,8940.225678560535,Semi-furnished,21,17,1,6,Medium,No,Yes,"Clubhouse, Playground, Pool, Garden, Gym",West,Broker,Ready_to_Move,1,28
172189,Uttar Pradesh,Noida,Locality_471,Villa,2,4936,491.01,9947.528363047002,Semi-furnished,23,9,7,5,High,Yes,No,Pool,West,Owner,Under_Construction,1,32
85782,Delhi,Dwarka,Locality_432,Apartment,2,3963,262.22,6616.704516780218,Unfurnished,13,21,5,3,High,No,Yes,"Clubhouse, Pool, Gym, Garden",West,Builder,Ready_to_Move,1,30
25265,Delhi,New Delhi,Locality_448,Independent House,4,3632,104.76,2884.361233480176,Furnished,0,9,10,10,Medium,Yes,No,"Clubhouse, Gym, Pool, Playground, Garden",North,Owner,Ready_to_Move,1,18
179081,Telangana,Hyderabad,Locality_132,Apartment,2,4734,21.81,460.70975918884665,Unfurnished,9,26,8,5,Medium,Yes,Yes,"Garden, Clubhouse, Playground, Gym",North,Owner,Under_Construction,1,3
41715,Gujarat,Surat,Locality_304,Independent House,5,2145,251.27,11714.219114219115,Semi-furnished,0,28,2,1,Low,Yes,No,"Clubhouse, Pool, Garden",West,Builder,Ready_to_Move,0,4
19870,Rajasthan,Jodhpur,Locality_331,Apartment,3,2838,395.22,13926.00422832981,Unfurnished,19,11,9,9,High,Yes,No,"Clubhouse, Garden, Playground",East,Builder,Under_Construction,0,13
136718,Odisha,Bhubaneswar,Locality_418,Apartment,5,2669,366.15,13718.62120644436,Unfurnished,7,4,10,2,High,Yes,Yes,"Pool, Garden",West,Broker,Under_Construction,0,24
59273,Haryana,Faridabad,Locality_270,Apartment,1,3813,423.18,11098.347757671125,Semi-furnished,9,16,4,4,Low,No,Yes,"Gym, Clubhouse",East,Owner,Under_Construction,0,26
36036,Delhi,Dwarka,Locality_28,Apartment,1,829,245.52,29616.405307599518,Semi-furnished,25,26,10,8,High,Yes,No,"Gym, Pool, Clubhouse, Playground, Garden",North,Owner,Ready_to_Move,0,31
